raw_character_text,spoken_words
Moe Szyslak,"What? I'm a monster, right? I knew it. I guess I'll just crawl back to live in the sewer, periodically emerging to sue you."
Moe Szyslak,"Homer, did you hear that? She called me handsome. Me. It's like I've gone to heaven... Wait a minute. I died on the operating table, didn't I?"
Moe Szyslak,"Yeah, hello yourself. I'm Moe Szyslak. Back in high school, I asked you to the Springtime Pumpkin Dance, and you turned me down. Well, I just wanted to show you the face that you coulda been kissin'."
Moe Szyslak,"It all goes back to my acting days. I was auditioning for the role of Dr. Tad Winslow on the hit soap, ""It Never Ends."""
Moe Szyslak,Remember me? Twenty-five years ago you said I was too ugly to play Dr. Tad Winslow!
Moe Szyslak,"Cleo, Cleo, you've brought music to my heart, but this relationship can never work. I'm a doctor, and you're a 5,000-year-old mummy I brought back to life."
Moe Szyslak,"It's against hospital regulations, dammit! And Clive Dancer's just waitin' for me to slip up."
Moe Szyslak,"Whoa, whoa, if you must grope me, ladies, please, a little softer. Okay, now harder."
Moe Szyslak,I didn't bring you back to life so you could make a fool of me at the club.
Moe Szyslak,I've dedicated my life to diseases of the head holes. But the one hole I've never been able to fix is the one in my soul.
Moe Szyslak,"Yeah, hey, I gotta gift. As a child, I was bitten by the acting bug. Then it burrowed under my skin and laid eggs in my heart. Now those eggs are hatching. And I... the feeling is indescribable."
Moe Szyslak,Precisely. Then I get in a skydiving accident and have to be rushed to the... graveyard?! They're killing off Dr. Tad Winslow!
Moe Szyslak,"Well, if they're gonna stomp on my dreams, the least I can do is go out in a blaze of sour grapes."
Moe Szyslak,"Get ya hands off me. Get off! I don't need your stinkin' show, anyway. With a mug like this, I can get on any soap in Springfield."
Moe Szyslak,"Nah, it's just as well. That handsome face was nice, but it was too much maintenance. I had to wash it, rub it with neat's-foot oil... You did me a favor, Homer. And to think I was about to sell the bar to Hooters..."
Moe Szyslak,"Well, I guess that wraps it up. Hey, there's one thing I don't get, though. When my face was crushed, why did it go back to my old face? I mean, shouldn't it have turned into some kind of third face that was different? Heh. Don't make no..."
Moe Szyslak,"Oh, that's it, baby. All for Moe. Oh, yeah. Work the slot. Show me the package."
Moe Szyslak,And I got ya helicopter flying lessons. Can you imagine this boozebag at the wheel of a whirlybird?
Moe Szyslak,"Well, the handwriting's on the wall. To stay afloat, this bar's gonna have to go queer."
Moe Szyslak,"Hey, Homer. Ah, no, no, no, don't sit there. Take this seat, right next to the tap."
Moe Szyslak,"Nah, I'll just take the ring pillow and these uhhh... seven presents I brung. Eh, you know what? Cram some shrimp in, too. Head to tail. That way you can fit more."
Moe Szyslak,"Aw, Homer was spendin' money like a teenage Arab. He bought me a Rolex and, ah, cashmere jeans. I felt kinda guilty 'cause I was always trying to score with his wife. So, when do we start filming? Oh."
Moe Szyslak,"Homer stole our rock performance. That fat, dumb and bald guy sure plays some real hardball."
Moe Szyslak,"Hey, hey, no menus! Or I'll cut ya like a box -- along the flaps!"
Moe Szyslak,"Homer, ah, booze is on the house, seeing as how Lisa is, ah,... how do I put this... uh, ridin' the midnight train to slab city."
Moe Szyslak,"I dunno if I want you in here no more, Homer, uh... I got a lotta secrets I'd prefer to keep clandestine. Terrible, disturbing secrets."
Moe Szyslak,And I was a lot happier before I knew Dame Edna was a man. A lot happier.
Moe Szyslak,"Hey, it don't hurt no more. Heh. Now I can focus on my crippling emotional pain. Oh, Daddy, Daddy, why? Why won't you hug me? You hug the mailman."
Moe Szyslak,"Ah, these, aah, they're just painted on, there. Your choices are beer and, ah... egg soakin's."
Moe Szyslak,"Oooh, boy. All right, let's see here, uh... Well I was born in Indiana... so that ain't it. And, uh... I better call my Lifeline."
Moe Szyslak,"Well... Gee, I really do love currency... but, um, I think I'm gonna play it safe and stick with what I got."
Moe Szyslak,"They bought 'em a year ago, from the Mafia. It was the last of the family-owned teams."
Moe Szyslak,No problem. Just stick the ol' eye-gouger in the pickle brine. That'll keep your thumb fresh and delicious.
Moe Szyslak,"Wait a minute, Homer. If it's true, what about all the stuff you weren't around for?"
Moe Szyslak,"That is the stupidest story I ever heard, and I've read the entire Sweet Valley High series. Ha. I am sick of you drunks and your shaggy dog stories."
Moe Szyslak,"But, can you blame me? Every day it's the same old routine. I serve you drinks, you yak on and on and on, and I never get one stinkin' tip."
Moe Szyslak,"Ah, who am I kiddin'? I ain't smiled for real since I nailed that rat with the ice pick. Ha, remember that?"
Moe Szyslak,"Ahh! How did I lose my passion for the job? When I was in bartending school, I thought I had the world by the jigger."
Moe Szyslak,"Ah, I put this up recently, and it's a good thing I did, 'cause it really illustrates my point. Yep, good ol' Swigmore U."
Moe Szyslak,What's the word I'm searching for? Uh... yeah! A trip to the alma mater might really rekindle my love of gettin' people loaded.
Moe Szyslak,"... And if anybody wants potato chips or anything fancy, tell 'em to go to hell."
Moe Szyslak,"Professor, I'm um, I'm burned out on bartending. I, when I first saw the movie Ironweed, I thought, ya know ""this is for me."" But now, well, I'm not so sure."
Moe Szyslak,"Hey, don't you wanna take your shoes off before you go swimming? Professor? Oh. Oh. Um. Mm."
Moe Szyslak,"And now, I want you to meet the guy who's gonna help bring Moe's into the twentieth century."
Moe Szyslak,We don't serve Duff no more. We got a Malaysian beer that's better than Duff... It's made outta soy sauce.
Moe Szyslak,"How could I toss my friends out into the cold, with no place to get liquored up?"
Moe Szyslak,"Ah, here we go. It also says, ""a licensed hunting club must actively engage in the sport of hunting."""
Moe Szyslak,"Listen, I don't like you and you don't like me. But we both want to stop Homer from shootin' a turkey."
Moe Szyslak,"All right, from now on, no talkin'. If you want to signal me, use this bird call:"
Moe Szyslak,"What? You mean that time he wigged out? Well, uh, gimme some of that Indian memory tea, there and I'll tell you all about it."
Moe Szyslak,"And there's your whatchamacall repressed trauma. I mean, who likes getting muddy? It's terrible. Okay, let's go to Moe's now."
Moe Szyslak,"No, no, no. He said Simpson family. I mean, you know, it sounded exciting, but, uh... you know, we, we don't wanna intrude..."
Moe Szyslak,"Yeah I guess you're right. It's just that I, you know, went to a lot of trouble, you know makin' the envelope and everything..."
Moe Szyslak,"Okay, now this first thing is just gonna look like a used Band Aid. And it is. But the rest of this stuff won't make no sense without it. So uh, bear with me."
Moe Szyslak,"Okay, this is a number six from somebody's address. Or is it a nine? You don't know. Uh, this is gravel. Okay? Gravel. This is uh, that's more gravel. Okay, oh. This is a shell, that to me -- this is just me talkin', it looks like a helmet for a mouse... Now, that sounds crazy, right. But if you ask a mice about it, they don't say nothin'. I mean they run the other way. At first I was just fishin' with the helmet thing. But then from the mouse's reaction I got, I got a little more concerned."
Moe Szyslak,Oh I really felt there was a connection and I-I would definitely go out with her again.
Moe Szyslak,"Yeah, I can't get Artie out of my head. He's like a spy in the house of Moe."
Moe Szyslak,"Ah, well if it makes you feel any better, he's probably doin' her right now."
Moe Szyslak,"Yeah, I really miss the old guy. It was all I could do to put on his jewels."
Moe Szyslak,"And score with his wife every night. Hey, how ya doin', kid? Nice to see ya."
Moe Szyslak,"Ha. Ha. Cute kid. But, just in case you don't kill Hamlet, I put some poison on the food, on the drapes, even on Rosen-Carl and Guilden-Lenny here."
Moe Szyslak,"You sure you don't want a nice piece of fish, or to finger the drapes a little?"
Moe Szyslak,"I gotta admit, I-I'm kinda nervous, here. We haven't seen Barney since they enveloped him."
Moe Szyslak,"Well, we've all got that voice in our heads telling us to kill. You just have to drown it out."
Moe Szyslak,"I'VE BEEN WORKING ON THE RAILROAD / ALL THE LIVE LONG DAY... Yeah, that's better."
Moe Szyslak,"Come on, guys, you gotta stay. Tonight's the big cock fight. Ah-- We can eat the loser..."
Moe Szyslak,"Telegram for Heywood U. Cuddlemee. Heywood U. Cuddlemee? Big guy in the back, Heywood U. Cuddlemee? He-- Ooh, that little... Ooh! I'm gonna drive a golden spike where your union meets your central pacific. Stop."
Moe Szyslak,"Yeah, at least you ain't aging six years for every one 'cause of your cow heart."
Moe Szyslak,This detective is unbelievable. He can learn more about a chick by digging through one garbage can than you could from years of intimacy.
Moe Szyslak,"Uh, listen Marge, how can I put this delicately? I don't got enough booze in this place to make you look good."
Moe Szyslak,"Hey, hey, you can't throw us out. I just made a Cornish game hen with chestnut stuffing. Would you believe a pigeon stuffed with Spam? Would you believe a rat filled with cough drops?"
Moe Szyslak,"You tell her, Big H! / You da man! / Eh, you ain't so hot."
Moe Szyslak,"Can't your old buddy Moe stop by with a list of questions from the Weekly World News? Number one: Sara, is it true you shoplifted a kayak?"
Moe Szyslak,"Another scoop. Sara Sloane to attend girl-on-girl book club. Moe, you loveable loser, you just made yourself five dollars!"
Moe Szyslak,The government wants to shut me down 'cause the pipes under my toilet don't lead nowhere.
Moe Szyslak,"No one's ever won Moe's ""Drink A Gallon Of Gin Challenge."" And no one ever will."
Moe Szyslak,"Uh, he was drinkin' at Harrigan's Bar down the street, there. They oughtta close that dump down."
Moe Szyslak,MOE MOE MOE / HOW DO YOU LIKE ME? / HOW DO YOU LIKE ME? / MOE MOE MOE / WHY DON'T YOU LIKE ME? / NOBODY LIKES ME...
Moe Szyslak,"No, no, don't get up, sweetheart. I'll just, I'll just pick around you. There we go."
Moe Szyslak,Huh. Hey maybe this is a sign. Maybe it's time for me to get out of the alcohol business. Give barber college another try -- and this time I won't join a frat.
Moe Szyslak,"You wanna know how to make a peach crumble? Kick it in the groin. Ha, anyway, what's goin' on?"
Moe Szyslak,"Eh, no point in mopin' around. I might as well join 'em and have a jolly old time."
Moe Szyslak,"Here I am, one of the crowd. I'm comfortable I'm calm. If anybody looks at me I got a hypodermic full of bleach."
Moe Szyslak,"Listen to those lucky people, enjoying that pretty flower. I got nothin' -- just this can."
Moe Szyslak,"Hey, I was in the neighborhood and uh, thought I'd, y'know, check in on Maggie."
Moe Szyslak,"Aw, look at that. That's so soft and thoughtful and what's the gag? Is it full of chiggers?"
Moe Szyslak,"Hey, Mag. Raggedy Andy over there has been giving you the button-eye. I'll get rid of him. All right, come on. Out you go."
Moe Szyslak,"Oh, no problem. You know, it-it gave me kind of a good warm feelin'. Like when you get drunk and fall asleep in the snow."
Moe Szyslak,"Well, I was gonna erase those two apostrophes and replace 'em with 'g's, but that's about it. So, you know, call anytime."
Moe Szyslak,"Oh, great. Uh, well why don't you play with the baby while I go rent a room?"
Moe Szyslak,"Okay, we won't tell no one about that. Now let's see, what else can we do? We can't tickle Elmo no more."
Moe Szyslak,"Hm. ""Alice in Wonderland,"" huh? This must be a take-off on that ""Alice in Underpants"" movie I saw."
Moe Szyslak,It's so nice to be with someone who can't understand the horrible things I say.
Moe Szyslak,"White rabbit... chicks poppin' mushrooms... this is like the Playboy Mansion. Maybe I can think of a story uh, more suitable for a baby."
Moe Szyslak,"And the Godfather's playing with his grandson, see. So he sticks an orange in his mouth, like this."
Moe Szyslak,"Don Bardzini gets whacked. Tessio, Ohh... you won't see him no more. Moe Greene: Bam! He gets it right in the eye. And Michael is now the new Godfather. And he shuts the door on Annie Hall."
Moe Szyslak,"Oh, no, no baby. No, no... Okay, Part Two. Little Anthony's having his first communion at Lake Tahoe. Meanwhile Michael can't get a gaming license. But Senator Geary's got one weakness: call girls..."
Moe Szyslak,"Oh, there she is, the birthday girl. Oh, your mommy tied a bow for you, huh. I'd better retie it -- the way you like it."
Moe Szyslak,"I know it don't seem like it matters, but you know, she hates lookin' like crap."
Moe Szyslak,"It's Uncle Moe's Play Tavern, with classic drunk Barney. Look, even the little toilet is broken."
Moe Szyslak,"Hey, you never cared about Maggie 'til I started paying attention to her. Last night at the bar you called her ""Raquel."""
Moe Szyslak,"Is that uh, ""get out"" like leave, or ""get out"" as in: ""Get out. You banged Bridget Fonda?"""
Moe Szyslak,"Maybe I can catch a late show of ""Alice In Underpants."" Or maybe ""Put 'em on the Looking Glass."""
Moe Szyslak,"Maggie's missing? You gotta let me help find her, please! We have a special bond. Even greater than her bond with the duck-shaped washcloth."
Moe Szyslak,"You know, a couple weeks ago I wouldn't have minded if you shot me. But all that's changed, because of this little girl here. Look at her. Ain't she a doll?"
Moe Szyslak,"Well, I gotta get home. There might be a telemarketer calling or something. I'll see you when you're old enough to drink, okay, Magpie."
Moe Szyslak,"Mrs. Simpson, when you took off, you left a hole in Homer's heart that he's been trying to fill with alcohol for twenty years... God bless ya."
Moe Szyslak,"How much to have Bart crank-call me? That would be hilarious. Eh, that's just me, though. You know, I love to laugh."
Moe Szyslak,"Now, wait a minute. Dirty words you can spell on your calculator is a very important subject."
Moe Szyslak,"I will! And then you'll all wish you was nicer to me! Eh, who am I kiddin'? I ain't gonna jump."
Moe Szyslak,"Can you believe that Homer and Marge's marriage is just a sham? All right, I'll order. Um, I'll have a medium pepperoni. And can you space out the meat so it spells ""happy birthday Moe""? Oh, God I'm alone."
Moe Szyslak,"Just get out this door, rummy, and you're the city's problem. If you make it through the night, you're welcome back."
Moe Szyslak,"Don't worry, sir. The maid and I will take him out to the curb. C'mon, c'mon."
Moe Szyslak,Wait a minute. How can you arrest Homer? This guy's the one what done the thing that why you're here for. I'm talkin' malfeasance here.
Moe Szyslak,"Well, well look who showed his face. The louse who sold out his only friend. You've got a lot of nerve comin' here... but since you did, what'll it be? First one's on the house."
Moe Szyslak,"You know, they say that the love of a good woman can save any man."
Moe Szyslak,"All I got is this old stuff here. Chateau Latour -- eighteen eighty-six? Oh, I should just throw this out."
Moe Szyslak,"Now, in a step I perhaps should have taken initially, let me look up the value of that bottle in this wine collector's guide."
Moe Szyslak,"What? It's 'cause of her I put in a bidet. Well, it's actually just a step ladder by the water fountain."
Moe Szyslak,"Hey, look. I've been in the bartender business for a long time alright, I've heard it all."
Moe Szyslak,"What are you? You're like a monster! That's like the worst thing I ever heard anybody do to anybody. You should be drinkin' watered-down beer in-in-in a chipped glass, on a stool with a nail sticking up."
Moe Szyslak,"Oh my God -- we're sealed in! Hey, nobody breathe my air -- get your own!"
Moe Szyslak,"Geez, Homer, this guy is bringin' the whole bar down. I finally got Barney back on the sauce. If he doesn't have fun, he could easily slip right back into sobriety."
Moe Szyslak,"Don't worry, chicks love that kind of thing -- patches, scars, stumps... Everything but zits."
Moe Szyslak,"Hey, don't you try and prank me with a fake name -- I'll rip out your intestines and use 'em to make a lanyard... Hello? Hello?"
Moe Szyslak,"Okay, well, I really enjoyed being you, Dr. Hibbert. Uh, oh by the way, you're not welcome in the library no more. I'm sorry."
Moe Szyslak,"Homer... this bar's only for real Americans. And people on permanent visas, like me. What? What are you all lookin' at? I'm Dutch. Eh, forget all of you."
Moe Szyslak,Looks like me and Marge are both goin' to Hell. That's when I make my move.
Moe Szyslak,"Yeah thanks. I bought this for my funeral. It ain't got no back, so don't make me turn around."
Moe Szyslak,"Guys, this is Frankie from the Health Department. We go way back. Lenny, you don't have to hide that rat."
Moe Szyslak,"When we were kids, our dads used to get drunk and make us fight each other."
Moe Szyslak,"That time you blinded me, he gave you a bike. That sure was a good soundin' bike..."
Moe Szyslak,"It's too late -- I don't got the cash to clean up the bar. From now on, you guys are gonna hafta do your drinking across the street."
Moe Szyslak,"Thanks, Homer. No one's ever trusted me before -- except for that one guy who shouldn't have."
Moe Szyslak,"Whoa, whoa, whoa, now wait just a minute. One thing Moe Szyslak has never had is a partner. Nor a wife, a friend, a chum, a casual acquaintance, a pen pal, a parrot, a meaningful conversation, a brief hug or eye contact."
Moe Szyslak,I'm just going to call the suicide hotline now. And they've blocked my number! Oh God!
Moe Szyslak,"Look, I like Moe's the way it is, all right? And I ain't changin' it for any dame, skirt, Susie-Q, or face-macer."
Moe Szyslak,"Uh... MY BAR COULD BE BRITISH / INSTEAD OF ARM-PITTISH / SO WHY DON'T WE ALL Eh, screw it."
Moe Szyslak,"Thanks, Freakazoid. I'd just like to say that there's one person to whom I really owe my newfound success: Marge Simpson."
Moe Szyslak,"Marge, sorry to call you so late but I had a great idea: put cutesy signs outside the restrooms that say ""dukes"" and ""dames"" instead of the ones we have now that say ""standups"" and ""sitdowns."" Huh? Tell me honestly, what do you think?"
Moe Szyslak,"Uh yeah, how ya doin' there, Homer? Did you ever pass that G.I. Joe you swallowed?"
Moe Szyslak,"Oh, I'm just excited because they're showin' an episode of ""Boy Meets World"" on this flight. Oh no, wait. That's only on flights from Europe. We just get that little plane."
Moe Szyslak,"Okay, time to chase this pig into the sty. Uh Marge, you deserve a man who listens to you. Who respects you. Who understands what a treasure you really are."
Moe Szyslak,"Hot damn, I won! Marge, I swear I'll be the best man you ever had. It's gonna be all flowers and back rubs and how-was-your-day dear and--"
Moe Szyslak,At least I had a couple sips from your coke when you went to the bathroom.
Moe Szyslak,"Might as well face it, I'll never find anyone. Come on tide -- take me with ya. I just don't wanna feel no more pain."
Moe Szyslak,"Thanks, Marge... Know-it-all bitch. Oh, uh, did I mention there was a mistake at the front desk?"
Moe Szyslak,"Yeah, them gay guys got lots of disposable income. I can serve fancy drinks and charge ten bucks a pop. What's in a martini?"
Moe Szyslak,"Okay, now let's say I put a Lean Cuisine in a blender and I pour some beer on it. What do you call that?"
Moe Szyslak,"Hey, how 'bout we open a fancy restaurant, and when people check their hats and coats, we steal 'em?"
Moe Szyslak,"This ain't for you, sweat stain. It's a surprise party for Lenny, thrown by his closest friends."
Moe Szyslak,"Yeah, I was wonderin' if you could help save my soul. I've done stuff I ain't proud of. And the stuff I am proud of is disgusting."
Moe Szyslak,"Yeah, funny thing, that. You said the end was comin', so I sold the bar to some Japanese businessmen and gave the money to charity. Now them orphans got new skip ropes, and I end every day smelling like eel. Cats are all over me. Thank you, though. You did me a solid."
Moe Szyslak,Are you kiddin'? Homer's the one what wised us up to the sexy goin's on.
Moe Szyslak,"Well, I got these free tickets to Santa's Village. I know a guy who turns the dead sleigh-horses into jerky and sells it to bars..."
Moe Szyslak,"Oh God, here it comes -- time-share pitch. Well I got bad credit, so the joke's on you!"
Moe Szyslak,"Well, before I die, I'll just scratch that lottery ticket I got in my pocket."
Moe Szyslak,"Uh, long story. Uh, we were trying to impress some girls -- and things kinda got away from us."
Moe Szyslak,"Hey, are you callin' my life-partner a sissy? 'Cause a hundred bucks says he could whup you in arm wrestling."
Moe Szyslak,"Yes! Homer, we make a dynamite team, huh? With your arm, and my head-gunk, we're goin' right to the top! Whoa."
Moe Szyslak,"Now, if we get bored on the bus, I got a book of brain teasers here. Let's see... oh, ""Brothers and sisters have I none, but this man's father is my father's son."" Huh. Screw you, you stupid thing!"
Moe Szyslak,"Oh, Marge called you. She said... uh... that she loves you and she hopes you break the guy's arm so hard that it pokes through his skin."
Moe Szyslak,"Now Homer, you gotta keep your head in the game, all right? Your first opponent is Lefty ""The Righty"" Leftwright."
Moe Szyslak,"C'mon, Homer! We can make it all the way to the quarter-finals for the Eastern Division, Class B, over thirty-five, Amateur Grouping!"
Moe Szyslak,HERE COMES THE MOE / WITH A PRETTY GIRL / 'CAUSE THESE ARE THINGS THAT HAPPENED / IN RE-AL LIFE
Moe Szyslak,"Homer, you're doin' great. You're way ahead in the polls... even those negative campaign ads aren't hurting you."
Moe Szyslak,This says I ain't allergic to pollen. So I could'a gone to the park and played with other kids. I gotta make up for lost time!
Moe Szyslak,"SITTIN' IN A ROCKING CHAIR / EATING BABY CRACK-ERS / TIC TOCK, TIC TOCK, TIC TOCK, BANANA / A-B-C-D-E-F-G / WASH THOSE JUNE BUGS OFF OF ME"
Moe Szyslak,"Yeah, well, ya remember that time I tried to hang myself and the rope broke? Well, I sued the rope company and got a huge settlement... and a new rope!"
Moe Szyslak,"I don't get this. This guy paints his noggin and you guys are ready to buy pants. Meanwhile, I been payin' for that billboard outside for a year now, and it's not yieldin' nothin'!"
Moe Szyslak,"If you're reading this, I am dead, and you are about to learn the story of my treasure."
Moe Szyslak,"...I was headin' to the restaurant supply store to buy some urinal-cake mix, when I was suddenly sideswiped by love."
Moe Szyslak,"I see you're new to town -- maybe I could uh, show you around? I know a terrific tavern..."
Moe Szyslak,"Me? Well, I, uh, for a living? Well, there's all kinds of things a fella can do, such as... hemming, and hawing, and uh, but me, I'm a highly respected uh... therapist for alcoholics."
Moe Szyslak,"I knew that in order to win her love, I needed to get rid of the human garbage otherwise known as my best friends."
Moe Szyslak,"For one sweet summer, I was a true gentleman. As a result of which, Krabappel was lettin' me do her."
Moe Szyslak,"Listen booze-bags, I got a good thing goin' here. If you mess it up, I will ""out"" the one of you that is gay."
Moe Szyslak,"I had to get Edna out of Springfield -- make a fresh start in a new town, far away. A place where we can play bridge with our neighbors. And if they're interested in wife-swapping, who am I to say no? I'm just the new guy."
Moe Szyslak,"But where would I get the money to start a new life? And then, opportunity strolled right in the door..."
Moe Szyslak,"See, this was back before Snake became a notorious jailbird, when he was an idealistic, law-abiding young archaeologist."
Moe Szyslak,"Uh, you can't donate that gold to the museum today, 'cause um... uh it's closed, so they can clean under the wangs on the statues."
Moe Szyslak,Love had handed me an awful dilemma. Should I rob this guy or rob him and kill him?
Moe Szyslak,"Before we left town for good, we hadda make one stop -- so she could tell the school she wouldn't be teachin' there."
Moe Szyslak,"I was the happiest guy in the world. But fate likes to play a little game called ""Up Yours, Moe."""
Moe Szyslak,"If I couldn't spend the treasure on Edner, I didn't want to spend it. I just sat there playin' our song on the jukebox. One gold--"
Moe Szyslak,"Yeah, you'll take it -- and then you'll give it to me, if you know what's good for ya."
Moe Szyslak,"Hey Lenny, I see you cut the celery at an angle, here! Makes my straight-cut celery look like crap."
Moe Szyslak,"Hey, Buck! Howzit feel knowin' your wife's turning on a creep like me? Weird, I bet?"
Moe Szyslak,"I knew it! I knew it! So uh, do I win a Jock Squawk t-shirt?"
Moe Szyslak,"Look Mister, I-I-I don't got the cash. My clientele -- they're all bums. They never pay!"
Moe Szyslak,"Homer, the mob is puttin' the screws on me, see. I ain't gettin' killed 'cause you won't pay your tab. Now give me fifty bucks!"
Moe Szyslak,"Everyone relax, huh -- I know the Heimlich. I learned it a few years ago. It was nineteen ninety-seven, and ""Titanic"" was proving unsinkable at the box office..."
Moe Szyslak,"Okay boys, we're under attack! Let's drive 'em out of town the way we did with the Irish!"
Moe Szyslak,Now I'm thinkin' about ping-pong... a very fast chess game... a snappy David Mamet play...
Moe Szyslak,"I sure am looking forward to my birthday fishing trip... Well I'll see ya soon, this is Moe, big day... uh, waitin', feeling uh, kind of fragile... Moe, the birthday boy, listenin' for your car..."
Moe Szyslak,HAPPY BIRTHDAY TO ME / HAPPY BIRTHDAY TO ME / I FEEL SO DAMN LONELY / WON'T SOMEONE KILL ME AND MANY MORE...
Moe Szyslak,"Birthdays never meant squat to me. Then you offered to take me fishing, and like a stumblebum chump, I dared to hope. But you shattered my dreams like a Duff tallboy in a bar brawl. And you jammed the jagged neck right up my heart's butt."
Moe Szyslak,"Wow, for the first time in my life, someone's taking a genuine interest in what's inside of me. Suddenly, this is my best birthday ever!"
Moe Szyslak,"How come you wanna do a report on me? I ain't no great man, like Bob Seger or Haystacks Calhoun."
Moe Szyslak,"That's a terrific title! It jumps out at you like a rat in your underwear drawer. We make a great team there, Liser."
Moe Szyslak,...my soul smells like a dead pigeon after three weeks. / I shut my window and go to sleep. / In my dream I eat corn with my eyes.
Moe Szyslak,"Wait, wait, wait -- then that guy wasn't squeezin' my 'roids when he invited me to the Wordloaf Festival in Vermont?"
Moe Szyslak,"You ever scrub your hands real fast, and think you're seein' a third one? One time I looked down and there really was. I gotta get a new lock for that bathroom."
Moe Szyslak,"Yeah, well uh I-I, was just saying that um...I thought it up all by myself."
Moe Szyslak,"I dunno... the only book I ever read was ""Super Hounds: The Ultimate Greyhound Betting System"". So uh... any of you wetnaps write that?"
Moe Szyslak,"I need a brilliant new poem for the farewell dinner. So if you could turn these into one of those and then don't say nothin' while I take all the credit, I'd really appreciate it, though I'd never admit that. And look, I got you started. Eh? Eh?"
Moe Szyslak,"Look at me. It's supposed to be my big triumph and I'm standing in mud, fightin' with geese. Well, if I'm gonna fight, I might as well win."
Moe Szyslak,"Look at me, sittin' here depressed when I'm surrounded by the happiest people in the world: writers."
Moe Szyslak,"Uh, this here poem is called ""Elevator Capacity."" ""Elevator capacity twenty-four hundred pounds. Inspection Certificate available in hotel manager's office..."""
Moe Szyslak,Ode to Lisa: Pointy-headed mini-muse. / More friend than I deserved. / You pulled me from the dirt / and made me the beautiful flower that I am.
Moe Szyslak,"But some flowers can stab you in the back. / For which I should send you flowers. / Which I will, but they were closed. / You'll be gettin' them tomorrow."
Moe Szyslak,"Lisa, if you could just forgive me, you would make me the happiest man in Vermont. Except for those two dudes I saw gettin' hitched. Not my thing, but I wish 'em well."
Moe Szyslak,"That's right, tell me all your little wooden dreams. You're not alone any more. No you ain't."
Moe Szyslak,"What's the matter, Declan? Did a cop give ya a ticket for talkin' like a fruit?"
Moe Szyslak,Whaddaya been sippin' cuckoo juice? Homer's got it made. He's married to one hell of a woman. All I've got is this porn channel I'm too cheap to de-scramble.
Moe Szyslak,"Yeah, I know, it is stupid. I think it could work, though. I even got a title: ""Pontiff No Return"". I came up with it, but I don't really get it."
Moe Szyslak,"Have you been to Homer's house?! It's got a back yard, a front yard... the place is like yard city!"
Moe Szyslak,I was gonna use it to take secret photos in the ladies' turlet. But no dames ever come in this joint!
Moe Szyslak,"Well, I'm just the bartender here, but it seems to me you could win Lisa back by appealing to her sense of reason. And you could win your Mom back by appealing to her feelings."
Moe Szyslak,"Aw, hey that's the guy what created him! If Homer had used some protection, we'd all be poopin' roses on easy street!"
Moe Szyslak,"Okay, Midge. You made us feel bad about what we done to your boy. But what can we do about it now? It's not like we can play the game over again."
Moe Szyslak,"That's right, Pu. People owe us because we're heroes. It's even on my business card."
Moe Szyslak,"Hold on a second, fellas -- I don't like the looks of that flamin' ember."
Moe Szyslak,"Oh, the fire has spread to this room full of valuables. And it's our duty to follow it."
Moe Szyslak,"Well, the fire's out... but uh, I think some of these valuables are smoke damaged. He's not gonna want 'em."
Moe Szyslak,"Uh, well, your building will be fine, but unfortunately a lot of your merchandise was completely vaporized: high-end stereo equipment, size ten men's shoes..."
Moe Szyslak,"First Skinner, now you. Well, maybe you've got a point. Maybe we... ...a solid gold grandfather clock!"
Moe Szyslak,"Oh. Then I'll have to charge you extra, depending on the color. Uh, stick out your tongue."
Moe Szyslak,"Look, I was insensitive and I'm sorry. But what this is really about is a bully with a winch."
Moe Szyslak,Oh no. I ain't tippin' some jerk two bucks to tie a TV to my car. Mama Moe didn't raise no fools.
Moe Szyslak,"Was you ever. You came in sayin' you really needed to forget something, so I mixed you up the most powerful drink I got... the ""Forget-Me-Shot."""
Moe Szyslak,That means it worked. No one ever remembers. That's why I made this video to explain the process.
Moe Szyslak,"You start with a splash of Jaegermeister, then add sloe gin, Triple-Sec, Quadruple-Sec, gunk from a dog's eye, Absolut Pickle..."
Moe Szyslak,"The point is, this drink is the ultimate brain bleacher. One swig wipes out the last day of your life."
Moe Szyslak,"I got just the drink to wipe your mind clean... the ""Forget-Me-Shot."" Fellas, if you got anything that you want to say to Homer that he'll never remember, say it now."
Moe Szyslak,"Uh, when you say broke, do you mean really broke, or uh, ""O.J. Simpson broke?"""
Moe Szyslak,"All right, I need you to get the rats outta the jukebox, and clean the vomit out of the pool table pockets, and then you've got the job. Oh, and you've gotta share your tips with Manuel, who's actually me with a fake moustache."
Moe Szyslak,I'm not leavin'. / Sorry. Not leavin'. / Not quite yet. / I'm sorry. / I'm not leavin'.
Moe Szyslak,I like creating disappointment. You know that little moment where people's hope dies? I feed on that.
Moe Szyslak,"Doreen? She's cheated on you with everyone -- well, except for me. And I've showered her with gifts! Fancy soaps and massage oils and uh... what have ya..."
Moe Szyslak,"Homer, whatever you done to that little girl, you just gotta do something even nicer to win her back."
Moe Szyslak,"So the name ""Lisa Simpson"" is available, huh? Lotta goodwill attached to that name... I'm gonna take it."
Moe Szyslak,Can't. I'm not really a God. I was just acting crazy to get out of jury duty.
Moe Szyslak,"A little dinner, a little dessert, then you Jack Bauer 'em into giving you all their secrets."
