raw_character_text,tag,spoken_words
Seymour Skinner,family_romance_loneliness,"We can't continue on like this, trying to build a private relationship in public -- the whole town watching our every move with a fine-tooth comb."
Seymour Skinner,work_role_management,"Children, I couldn't help monitoring your conversation. There's no mystery about Willie. Why, he simply disappeared... Now, let's have no more curiosity about this bizarre cover-up."
Seymour Skinner,work_role_management,"Pranks, inside use of outside voice, off-color whistling, and you're stricken from the list. And once crossed off, you stay crossed off. That's what pens do."
Seymour Skinner,work_role_management,"I'm your son's principal, and the Washington Monument is the most uninspired model choice there is. It's like saying ""I don't care. My kid's a loser."""
Seymour Skinner,self_deprecation_insecurity,"Am I wearing women's clothes? I didn't notice. When I look in my closet, I don't see male clothes or female clothes. They're all the same."
Seymour Skinner,work_role_management,"All right. Pick your size, extra-small or extra-large. We've got both. No pushing now... I... What?... Oh. I've just been informed we've run out of extra-large."
Seymour Skinner,work_role_management,"Ahhh, these uniforms are a godsend. Horseplay is down 40 percent. Youthful exuberance has been cut in half, and high spirits are at an all-time low."
Seymour Skinner,power_wealth_authority,"G.M. Chrysler!! I can't afford that! But I can't close the school a day early just to suit my vacation. Or can I? Think, Seymour, think..."
Seymour Skinner,work_role_management,"Bart, you're doing a bang-up job. You know, before there were some corridors of this school you'd just never go down. Now I feel safe anywhere."
Seymour Skinner,morality_religion_values,"No, all I meant was, from what I've seen, boys are better at math, science... the real subjects. There, that should put the matter behind us."
Seymour Skinner,quirky_humor_everyday,"Ah, there's nothing more exciting than science. You get all the fun of sitting still, being quiet, writing down numbers, paying attention... Science has it all!"
Seymour Skinner,self_deprecation_insecurity,"Now Willie, don't tell anyone I'm trying my stand-up comedy act tonight. If the students find out I'm performing at Floppy's, I'll never live it down."
Seymour Skinner,work_role_management,"Bart Simpson, I know you cut school yesterday. And as soon as I can prove it, I'm shipping you off to the Christian Military Reform School."
Seymour Skinner,power_wealth_authority,"A contest? But, sir, we don't have any money to pay for prizes. We had to rent out our multi-purpose room to a Japanese-American social club."
Seymour Skinner,work_role_management,"Meet your new teacher, Ms. Cantwell. Do not call her by the obvious dirty nickname. Now I must meet with the new art teacher Mr. Testaclese."
Seymour Skinner,quirky_humor_everyday,"You know, when Superintendent Chalmers suggested a school mural, I almost thought he said a school Muriel. Muriel's his sister. And uh... Thank you, Bruce Vilanch."
Seymour Skinner,crime_danger_violence,"It's already wiped out the Dodo, the Cuckoo, and the NeNe. And it has nasty plans for the booby, the titmouse, the woodcock, and the titpecker."
Seymour Skinner,crime_danger_violence,Please don't air this. I'll tell you the winners of the kickball games in advance -- you can make a lot of cabbage betting on k-ball.
Seymour Skinner,work_role_management,"No, of course you didn't. The establishment I work for delivers pizzas to everyone, and then gives the customer the option of accepting or refusing delivery."
Seymour Skinner,self_deprecation_insecurity,"Years ago we received a government grant to improve the school. Unfortunately, I cashed it...and the money was in my pants when mother did the laundry."
Seymour Skinner,work_role_management,"Lisa, Lisa... go home, relax, try to do some kid things. You know, with a ball or something... or decorate your sneakers with a ""Magic""-brand marker."
Seymour Skinner,work_role_management,"And now, because the children are our future, here are the children of Springfield Elementary with a song they call ""The Children are our Future."" Children?"
Seymour Skinner,work_role_management,"Bart, eyewitnesses to your fight described you as ""berserkoid,"" ""totally aggro,"" and said you punched Milhouse ""like fifty billion times."" That's an excessive number of times."
Seymour Skinner,power_wealth_authority,"Now, now, leave the money out of this. It's not the money's fault you cheated. Besides, I've already started spending it. Check out the new scoreboard!"
Seymour Skinner,work_role_management,"Now, uh, people, there's been some confusion about our bird-sighting rules. You cannot count birds that you've seen at the zoo, on stamps, or in dreams."
Seymour Skinner,self_deprecation_insecurity,"Unfortunately, the studios have made it clear they're not interested in my work. In fact, I'm... I'm no longer welcome on the Universal Studios tour."
Seymour Skinner,quirky_humor_everyday,"Well illustrated, Nelson. And now, fasten your funnybones for Groundskeeper -- oh, or should I say Grinskeeper... No, I'm sorry, Groundskeeper was correct -- Willie!"
Seymour Skinner,work_role_management,"Agreed. The film has everything -- emotion, conflict, Milhouse! Lisa, you're a gifted filmmaker. It's as if Ingmar Bergman and Penny Marshall had a baby."
Seymour Skinner,self_deprecation_insecurity,"Uh, ladies and gentlemen. I must apologize. This man does not speak for the council of Alphas. We hold you sub-Omeguloids in the highest regard."
Seymour Skinner,work_role_management,"I need to know what's up with Lisa. If her grades drop, we're not technically a school -- we're a tornado shelter with voting booths."
Seymour Skinner,work_role_management,"Attention all students. Please report to an attorney-mandated school assembly. To make time for this, the third grade's performance of ""My Fair Lady"" is cancelled."
Seymour Skinner,quirky_humor_everyday,"But we'll have the last laugh on those Johnny-Come-Not-lies. We're gonna watch my favorite movie, about a Grinchy little character who tries to ""steal"" Christmas."
Seymour Skinner,power_wealth_authority,"Not you. Never you. And due to budget cuts, until Edna comes back, I have no choice but to merge the school's two fourth-grade classes."
Seymour Skinner,work_role_management,"Uh... I have a question, Mr. Jenkins. Could you tell us about all the hard work and buckling down that you put into every cartoon?"
Seymour Skinner,morality_religion_values,"Well, if this episode has taught us anything, it's that nothing works better than the status quo. Bart, you're promoted back to the fourth grade."
Seymour Skinner,work_role_management,"Hmm, not a cloud in the sky -- a perfect day to unveil Operation SLAAAM: So Long Athletics Art And Music. Care for a T-shirt?"
Seymour Skinner,quirky_humor_everyday,"Well, I guess as long as I fold it afterward and don't display it at night... Oh, perhaps I should improvise, or ""do an improv?"""
Seymour Skinner,quirky_humor_everyday,"It's a conversation starter! Lisa, this conversation is over. It's not you I'm trying to impress, it's Nelson. I know he likes the sleeveless look..."
Seymour Skinner,morality_religion_values,"I still don't understand, Clancy. Why give up your job as a small town police chief to set up a detective shop in New Orleans?"
Seymour Skinner,quirky_humor_everyday,"Now normally I wouldn't go near a giant chocolate cake in my dress polyester, but with Bart Simpson safely encapsulated, I'd be delighted to pose."
Seymour Skinner,power_wealth_authority,"In fact, to pay for the construction, and operation, and demolition of our new derrick, the school will have to eliminate all non-essential programs: music..."
Seymour Skinner,self_deprecation_insecurity,"Why, there are no children here at the Four 'H' Club either! Am I so out of touch? No. It's the children who are wrong."
Seymour Skinner,crime_danger_violence,"Mmm-hmm. I understand completely. The disturbing incident I was referring to happened this morning, when your son flushed an explosive device down the boys' lavatory."
Seymour Skinner,work_role_management,"Yes, Go to Work with Your Parents Day! Tomorrow, you will learn by doing and apply your knowledge of fractions and gym to real-world situations!"
Seymour Skinner,morality_religion_values,"Right or wrong, your behavior was still disruptive, young man. Perhaps spending the remainder of your life in a madhouse will teach you some manners."
Seymour Skinner,work_role_management,"But just in case you want to do any more thinking, I'm proud to present you with an official key to the study hall."
Seymour Skinner,power_wealth_authority,"No, no, no. It's the differences -- of which there are none -- that make the sameness... exceptional. Just tell me what to say!"
Seymour Skinner,power_wealth_authority,"That hotel's a dump, and your monopoly is pathetic. The school's oil well is not for sale. Particularly to a black-hearted scoundrel like yourself!"
Seymour Skinner,power_wealth_authority,"Well, back to work then. Make sure to give those toilets a good scrubbing. We want the old girls sparkling when I get back."
Seymour Skinner,crime_danger_violence,"Bart, I'm flabbergasted. Surely you knew, as you were writing your own name in forty-foot-high letters in the field, that you would be caught."
Seymour Skinner,quirky_humor_everyday, It was naive of you to think I would mistake this town's most prominent 104 year-old man for one of my elementary school students.
Seymour Skinner,work_role_management,"Lisa, every good scientist is half B.F. Skinner, and half P.T. Barnum. I don't think I need to see the other exhibits. First prize!"
Seymour Skinner,morality_religion_values, It won't come down for months. Curse the man who invented helium. Curse Pierre Jules Cesar Janssen! Now to find out who did this.
Seymour Skinner,family_romance_loneliness, "So, Edna, I uh, I wrote up some possible discussion topics for this trip. Oh, here's one: I'm still in love with you. Discuss?"
Seymour Skinner,work_role_management,"Gentlemen, according to my sources you are planning to simultaneously drop your pencils at 2:15 this afternoon. Do so and you will be suspended."
Seymour Skinner,work_role_management,I'll handle this. Simpson! I'm giving you 'til the count of three to come out. One... two... three. I've done all I can do.
Seymour Skinner,work_role_management,"Actually, it's exactly as I remembered it. I do want to come back, Bart, but it doesn't sound like Flanders is gonna get fired."
Seymour Skinner,family_romance_loneliness, "Mother, how did you get this number -- it's a prop phone! Yes, I have your celery... I took the limpest stalk there was!"
Seymour Skinner,self_deprecation_insecurity, Careful with those peanut crumbs! My allergy is so sensitive a single molecule would make my throat close like a museum at four forty-five.
Seymour Skinner,work_role_management, "All right, Bart, I didn't want to resort to this, but... this drawing was found on the wall of Springfield Elementary late last week."
Seymour Skinner,morality_religion_values,"We'll see about that. Simpson, I always thought you were sneaky and manipulative, but now I see you're really a very sensitive little boy."
Seymour Skinner,work_role_management,"We made sweet music in the band room, poetry during English class, and you don't wanna know what we did in the multi-purpose room."
Seymour Skinner,power_wealth_authority,"Lisa, without corporate sponsorship, we wouldn't be able to teach you the three R's: reading, refreshment and Raspberry Buzz Lite. Get your razz on!"
Seymour Skinner,crime_danger_violence,"No, they might escape and breed. The law is very clear on this: they must be exterminated as quickly and as gruesomely as possible."
Seymour Skinner,quirky_humor_everyday,"Oh the list of things you don't know could fill a week's worth of morning announcements, with enough left over for a send-home flyer!"
Seymour Skinner,power_wealth_authority,"Thank you. Unfortunately, due to budget cuts, we are canceling art, music, and dance. Please evacuate the auditorium before it's bulldozed into a mini-mall."
Seymour Skinner,quirky_humor_everyday,"Uh, well, as a matter of fact, my refrigerator wasn't running. You spared me quite a bit of spoilage. Thank you, anonymous young man."
Seymour Skinner,work_role_management,"Children, your test scores are down because we've been having so many assemblies, you haven't had time to study. This assembly will remedy that."
Seymour Skinner,work_role_management,"Just write down my findings as I give them to you. Six hours, nineteen minutes, right ascension, fourteen degrees, twenty-two minutes declination... No sighting."
Seymour Skinner,work_role_management,"Now today we have a special guest: a documentary filmmaker whose works include ""Lost Luggage, Shattered Lives,"" and ""Upskirt Dreams."" Please welcome Declan Desmond."
Seymour Skinner,work_role_management,"Oh! Don't go too far. If you like cafeteria workers in Beatle wigs with tennis racquet guitars, you won't wanna miss the second half."
Seymour Skinner,quirky_humor_everyday, I'M A COOTIE EATER / I'VE BEEN ONE ALL MY LIFE. / I LIKE THE COOTIES SO MUCH / I HAVE A COOTIE WIFE.
Seymour Skinner,work_role_management,"To ensure that this frenzied dance of destruction is never repeated, I have decided, starting Monday, all students will be required to wear uniforms."
Seymour Skinner,family_romance_loneliness, I'll be right there! Just saying goodbye to mother! Seymour! I'm going out for a walk! See you in several months at the soonest!
Seymour Skinner,quirky_humor_everyday,"I search all the children's Facebook pages for unflattering references to me. By the way, I enjoyed the photos of your trip to Yosemite."
Seymour Skinner,family_romance_loneliness,"Mother doesn't approve of me dating, so I need you to keep her busy for a few hours while Edna and I sneak out."
Seymour Skinner,family_romance_loneliness, "Family, eh? That's right, your brother is Bart Simpson, one of Mrs. Krabappel's fourth graders. And your father is a local character of note."
Seymour Skinner,quirky_humor_everyday,"Astonishing news out of Eau Claire, Wisconsin: the Olympic Committee has announced that Mixed Curling will be a Demonstration Event at the Winter Olympics!"
Seymour Skinner,quirky_humor_everyday,"Strange. I shouldn't have been able to hear that. Anyway, a Hollywood studio has decided to film the Radioactive Man movie here in Springfield."
Seymour Skinner,nostalgia_and_storytelling,"When I was starting out, they said ""You're good -- but are you 'plaque' good?"" Well, today I can say ""Yes I am!"""
Seymour Skinner,power_wealth_authority, I'm afraid we've got no legal recourse against Mr. Burns and his slant- drilling operation. The oil belongs to whoever pumped it first.
Seymour Skinner,work_role_management,"Therefore, space in the fallout shelter will be reserved for Lisa Simpson, Martin Prince, our championship kickball team, and Sherri, but not Terri."
Seymour Skinner,family_romance_loneliness, "No, mother, I did not use any of your talc. I don't know why the bottle feels lighter. Maybe you're just getting stronger!"
Seymour Skinner,quirky_humor_everyday, "Good morning, students. Way to go there, Wendell. There's Ralph -- he knows the score. Jimbo, how's that hat today? Janey, Janey, bo-faney!"
Seymour Skinner,family_romance_loneliness, I understand. It can be very difficult for a woman to propose marriage. But I am willing to go halvsies on a ring.
Seymour Skinner,work_role_management, "I was going to tell you this privately, but... because of your incredibly low test score, we're sending you back to third grade."
Seymour Skinner,quirky_humor_everyday,"Skate! Skate! As fast as you can. / But I'll catch you, I'm the Principal Man! That's the kind of education you're missing."
Seymour Skinner,work_role_management, "This orange drink is the only way to recoup our terrible losses from ""Fire Drill Follies."" I just don't know what went wrong."
Seymour Skinner,crime_danger_violence, "I knew egging my house was just a ploy. You see, the rat who told you about my rat was also a rat."
Seymour Skinner,work_role_management,"I never tire of that. Uh, one other announcement, at the end of the month we'll be participating in the Vice-President's Assessment Test."
Seymour Skinner,work_role_management,"The V.P.A.T. is part of the Federal Government's ""No Child Left Alone Act."" It'll be a rewarding day of pencil sharpening and eyes-on-your-own-paper-keeping..."
Seymour Skinner,quirky_humor_everyday,"Yes, quite so. As you can see, I'm holding a big number two in my hands, enjoying the weight and feel of it."
Seymour Skinner,work_role_management,"Children, remain calm... find your disaster buddy... which is different from your lab partner, but may be the same as your lunchroom buddy."
Seymour Skinner,family_romance_loneliness, "It's a comic strip I do called ""Bumble and Grumble."" Grumble likes to yell, but deep down he loves Bumble like a son."
Seymour Skinner,work_role_management,"Hmm... Well there's still a minute to go... oh, why not! But don't you tell your teacher I let you go home early."
Seymour Skinner,work_role_management,"Uh, don't worry, sir, I'll teach these children some respect for their town. I'm assigning each of you twenty hours of community service."
Seymour Skinner,self_deprecation_insecurity, "Thanks, Homer. I don't think the school pep squad could've cheered me up more. And they were state runners up in nineteen ninety-seven!"
Seymour Skinner,crime_danger_violence,"Bart, because of your sister's restraining order, there is no place in this school you can legally occupy, without violating your order. Observe."
Seymour Skinner,nostalgia_and_storytelling, "I... No, wait! We're not going anywhere. I'm going to do what Bart should have told me to do a long time ago!"
Seymour Skinner,work_role_management, "Yes, it's like you're Harry Potter without the magic and wonder. Just sign these authorization forms and you can be on your way."
Seymour Skinner,power_wealth_authority,"In order to save money, the following presidents will no longer be taught: Buchanan, Fillmore, Pierce, Bush, Bush... could you please stop that?"
Seymour Skinner,nostalgia_and_storytelling,"""Prisoner 24601""... Why, I wore this for two years in a Viet Cong internment center. Never thought I'd see the old girl again."
Seymour Skinner,power_wealth_authority,"Okay, delegates. You leave tomorrow for the statewide model U.N., so this is our last chance to bone up. And bone we will."
Seymour Skinner,work_role_management,"Lisa Simpson, you have just been transferred to the Springfield magnet school for the gifted and troublesome. Please climb into the idling bus."
Seymour Skinner,power_wealth_authority,"Lisa, please. Help me lure them back. I had to do what I did. Our budget is stretched tighter than mother's sauna pants."
Seymour Skinner,morality_religion_values,"Well thank you, Bart. I only hope that for the next few hours you and I can leave our differences in the schoolyard."
Seymour Skinner,work_role_management,"A.m. kindergarten made the Bart doll. P.m. kindergarten made the Lisa. The point is, we're not allowed to have you in this building."
Seymour Skinner,power_wealth_authority,"Moving on, our class trip to Italy is now spaghetti night at Papa John's, and your fifteen-hundred dollar deposits will not be refunded."
Seymour Skinner,quirky_humor_everyday, What if Bart took music lessons? Music lessons could channel his destructive impulses into artistic expression. I myself have been taking flamenco lessons.
Seymour Skinner,work_role_management,"Well, that's it. I've lost them forever. Now I'd like to introduce you to Lunchlady Doris, who will serve you healthy, nutritious meals..."
Seymour Skinner,crime_danger_violence,"I'm going to enjoy devouring you, Bart Simpson. Yes... I believe I'll start, as you've so often suggested, by eating your shorts."
Seymour Skinner,quwork_role_management,"You know, a principal's dream would be to have a school with nothing but Lisa Simpsons. Unfortunately, the rest of you exist."
Seymour Skinner,work_role_management,"Yes, I know what that means -- I've learned so much today! This is my school and I'm throwing out the test!"
Seymour Skinner,morality_religion_values, Today I received an education in how children really learn: by seeing their principal run around on top of a shipping container.
Seymour Skinner,crime_danger_violence,"Mrs. Simpson, Bart has always been what we educators term a ""Nogoodnik,"" but lately his behavior has taken a more sinister turn."
Seymour Skinner,power_wealth_authority,"I'm afraid that due to funding cuts, we've had to sell the Science Department skeleton and replace it with this Halloween costume."
Seymour Skinner,work_role_management,"Lisa, you were elected to be seen and enjoyed. Don't hide your light in a smoky back room, making dusty old decisions."
Seymour Skinner,power_wealth_authority,"What about the media? They're not covering the issues, they just want to declare a frontrunner and go back to their mansions."
Seymour Skinner,work_role_management,"Okay Lisa... ...to study in Rome, an applicant needs outstanding grades, check... Uh-oh. Lisa, it says you have to speak fluent Italian."
Seymour Skinner,work_role_management,"Heh-heh-heh, watch out Beatles! Now I have one more important announcement to share with you. Would Lisa Simpson join me on stage?"
Seymour Skinner,quirky_humor_everyday, I'M WALKING ON SUNSHINE / NOT LITERALLY / IT MEANS THAT I'M HAPPY / POST-COITALLY / IT WAS ON A SCHOOL NIGHT!
Seymour Skinner,power_wealth_authority,"Hmm. Yes, Colonel. Now, I understand it will be my duty to mold the new recruits into a well-disciplined, highly-trained infantry unit."
Seymour Skinner,family_romance_loneliness,"As Principal, I'd just like to say a few words about what this wonderful woman means to this school and to me."
Seymour Skinner,family_romance_loneliness,"Well, since Edna dumped me, I've been wandering around this park all night. It's educational and offers mild thrills. Just like Edna."
Seymour Skinner,power_wealth_authority,"Sir, if we let these hill folk into our school, our test scores would drop so low, we'd lose all federal funding."
Seymour Skinner,work_role_management,"Before we begin, children, may I remind you the school computers are not to be used to access PrincipalSkinnerStinks.com, Skinnersucks.org or Shavedskinner.edu."
Seymour Skinner,power_wealth_authority,"We want ten percent of the first-dollar gross, full European distribution rights, and access to the most exclusive VIP tent in Sundance."
Seymour Skinner,crime_danger_violence,"I guess it is a little funny... Nonetheless, I will find the culprit. We'll start with, oh, I don't know... Bart Simpson!"
Seymour Skinner,work_role_management,"Attention. This is an emergency broadcast. All is well in the school. My authority as principal is total -- Hey, gimme that."
Seymour Skinner,nostalgia_and_storytelling,"Young man, I can assure you my posterior is nothing more than flesh, bone, and that metal plate I got in 'Nam."
Seymour Skinner,work_role_management,"Uh-oh. Two independent thought alarms in one day. The students are over stimulated. Willie, remove all the colored chalk from the classrooms."
Seymour Skinner,work_role_management,"Lisa, I'm afraid you've gotten all the extra credit we can give out. So Willie has been growing you a nice pumpkin."
Seymour Skinner,work_role_management,"Order, order! Do you kids want to be like the real U.N., or do you just want to squabble and waste time?"
Seymour Skinner,family_romance_loneliness, "Oh, Edna, my sweet buttercup, you read my mind. Just, uh, give me twenty minutes, or so, to finish these tardy slips."
Seymour Skinner,work_role_management,Our entire school riding on that coffee can head of yours. We've got to get you more time to study. But how?
Seymour Skinner,work_role_management,"...Miss Phipps, the school nurse, who will provide ointments and unguents...and Jimbo, the school bully who will administer noogies and nipple twisters."
Seymour Skinner,work_role_management,"Children, Groundskeeper Willie will direct you to your new school district. Any correlation to your talents, needs or friends is completely coincidental."
Seymour Skinner,work_role_management,And now the results. First Grade Rep: results delayed indefinitely due to jelly on the ballots. Second Grade Rep: Isabel Guti̩rrez.
Seymour Skinner,work_role_management,"But when you get to the trophy case, give her some cock 'n bull story. They're out for cleaning, or whatever."
